HybridID,PC1,scaffold_21_284354,scaffold_21_603637,scaffold_21_954362,scaffold_21_1081954,scaffold_21_1168407,scaffold_21_1556666,scaffold_21_2181463,scaffold_21_2181470,scaffold_21_2190915,scaffold_21_2195347,scaffold_21_2485562,scaffold_21_2485563,scaffold_21_2514945,scaffold_21_2552192,scaffold_21_2717202,scaffold_21_2765502,scaffold_21_2910766,scaffold_21_3094096,scaffold_21_3109889,scaffold_21_3109907,scaffold_21_3203459,scaffold_21_3453237,scaffold_21_3699926,scaffold_21_4037299,scaffold_21_4044334,scaffold_21_4058266,scaffold_21_4568542,scaffold_21_4823705,scaffold_21_4930076,scaffold_21_4972994,scaffold_21_5147006,scaffold_21_5242487,scaffold_21_5349915,scaffold_21_5517604,scaffold_21_6232964,scaffold_21_6359869,scaffold_21_6549222,scaffold_21_6549302,scaffold_21_6551024,scaffold_21_6570168,scaffold_21_6570180,scaffold_21_6645830,scaffold_21_6663265
5107,-0.022806469,AA,BB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,BB,AA,AB,BB,BB,NA,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5095,-0.02278822,AA,AB,AB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AA,BB,AA,BB,BB,BB,NA,AA,AA,BB,BB,BB,NA,BB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,BB,AB
5480,-0.02274973,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AA,AB,AA,AB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB
5484,-0.022606769,AB,AB,AB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AB,AB,AA,AA,AB,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB
5402,-0.02140794,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5587,-0.021173973,AB,AB,AB,AA,AB,BB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,BB,AB,AB,AB,AB,AB,BB,AB
5515,-0.021137473,AA,AB,BB,AA,AA,BB,AA,AA,AB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,AB,BB,AA,BB,BB,BB,AA,BB,AA,AB
5543,-0.021045036,AB,AB,AB,AA,AA,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AA,AB,AB,AB,AA,AA,AB,AB,AB,AB,AB
5362,-0.020645784,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5510,-0.020451657,AA,BB,BB,AB,BB,AA,BB,BB,AB,AB,AB,AB,NA,BB,BB,AB,AB,AA,AB,AB,AB,BB,AB,AB,AB,AB,BB,AB,AA,AB,BB,NA,AB,AB,AA,AB,AB,AA,BB,AB,AB,BB,AA
5117,-0.020397675,AA,BB,BB,AA,AB,BB,BB,BB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,BB,AB,AB,BB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5204,-0.020216768,NA,BB,BB,AA,AB,BB,AB,AB,AB,AB,BB,BB,AB,AA,AB,AB,AB,AB,AB,AB,BB,AB,BB,AB,AA,AB,BB,BB,BB,AB,BB,BB,AA,AA,AA,NA,AA,AA,AA,BB,AA,NA,AB
5436,-0.019645573,AA,BB,AB,AA,AB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AB,BB,AA
5542,-0.019641226,AB,AB,AB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,AB,AA,AA,AA,AA,AA,NA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB
5088,-0.019519109,AA,BB,BB,AA,AB,BB,NA,NA,AB,AB,AB,AB,AB,AB,AB,BB,AB,AA,AB,AB,AB,AB,NA,AB,AB,BB,BB,AB,NA,AB,AB,AA,BB,BB,AA,BB,AA,AB,AB,AB,AB,AB,NA
5561,-0.01933347,AA,BB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,BB,BB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB
5622,-0.019133979,AA,AB,BB,AA,AB,BB,BB,BB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB,AB,BB,NA,AB,AB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5490,-0.019006919,AB,AB,AB,AA,AA,BB,AA,AA,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AA,AB,AB,AA,AB,BB,AB,NA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA
5499,-0.018754122,BB,BB,AB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AB,AB,AA,AA,AA,BB,NA,BB,BB,AA,AB,AA,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,NA,AA
5514,-0.018586999,NA,AB,AA,AA,AA,NA,AA,AA,NA,AB,BB,BB,NA,BB,AA,AA,BB,NA,AA,BB,AA,AA,NA,BB,BB,BB,AA,AA,NA,NA,NA,AA,BB,NA,NA,NA,NA,NA,BB,AA,BB,AA,NA
5025,-0.018560419,AA,BB,BB,AA,AA,BB,NA,NA,AB,AA,AB,AB,AB,AA,BB,AB,NA,AB,AA,BB,AB,AB,NA,AB,AA,BB,NA,NA,BB,BB,BB,BB,NA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5517,-0.017519197,AA,AB,AA,AA,AA,BB,BB,BB,AB,AB,AB,AB,AA,AB,AB,AB,AB,NA,AB,AB,AB,AB,BB,AB,AB,BB,AB,AB,AB,AB,AA,NA,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB
5578,-0.017459212,NA,BB,BB,AA,AB,BB,AA,AA,AB,AB,AB,AB,BB,AB,AB,AB,AB,AA,AB,AB,AB,BB,AB,AB,AA,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,NA
5334,-0.017433781,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,AB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5114,-0.017372189,AA,BB,BB,AA,AA,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,BB,BB,BB,BB,AB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5405,-0.017253032,AB,AB,AB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5072,-0.016834532,AA,BB,BB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,NA,AB,BB,BB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5139,-0.016822697,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5207,-0.016474248,NA,BB,BB,AA,AA,BB,NA,NA,AB,AB,AB,AB,AB,AB,AA,AB,AB,BB,AB,AA,AB,BB,AB,AB,NA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5012,-0.016360957,AB,AB,AB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5140,-0.016271272,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5497,-0.016207245,NA,BB,BB,AB,AA,AB,BB,BB,AB,BB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,NA,AB,AB,NA,AB,AB,AB,BB,AB,AB,BB,AB,AB,AB,AB,BB,AB
5164,-0.01579015,AB,AB,AB,AA,AA,BB,AB,AB,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AB,BB,AB,AB,AA,BB
5460,-0.015676158,AA,BB,BB,AA,BB,AB,AA,AA,AB,AA,AA,AA,NA,BB,NA,NA,NA,AA,AB,AB,BB,AA,BB,NA,BB,AA,NA,AB,AB,BB,AA,AA,AB,AB,NA,AA,NA,AB,NA,AB,AB,NA,NA
5068,-0.015572639,AB,AB,AB,AA,AA,BB,AA,AA,BB,AB,BB,BB,AB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AA,AB,AB,AB,NA,AB
5375,-0.015429766,AA,BB,BB,AA,BB,BB,BB,BB,AA,AB,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AB,AA,BB,BB,BB,AB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AB
5492,-0.015315627,AB,NA,BB,AA,AA,BB,NA,NA,BB,NA,BB,BB,AB,BB,AA,AA,BB,BB,NA,NA,AA,AA,AA,AB,NA,BB,BB,BB,AB,AB,NA,AB,AA,BB,AB,NA,AA,NA,AA,AB,AB,AB,NA
5540,-0.015207564,AA,BB,BB,AA,AB,BB,NA,NA,AB,AB,AB,AB,AB,BB,NA,AB,AB,AA,AB,AB,AB,AB,NA,AB,AA,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5090,-0.015149672,NA,NA,NA,NA,BB,NA,NA,NA,NA,BB,BB,BB,NA,NA,NA,AA,NA,AA,NA,NA,BB,NA,AA,BB,AA,NA,NA,BB,NA,NA,NA,NA,AA,AA,NA,BB,AA,NA,AA,NA,NA,BB,NA
5532,-0.014422593,AB,AB,AB,AA,AB,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB
5015,-0.014228159,AB,AB,AB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB
5409,-0.013010697,AB,AA,AB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AB,AB,AA,AA,AA,AB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,AB,AA,BB
5439,-0.012833731,AA,BB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AA,AB,AB,AB,AB,BB,BB,BB,NA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5137,-0.012716565,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5583,-0.012458664,AA,BB,BB,AB,BB,AB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5539,-0.012053054,BB,AB,AB,AA,AB,BB,AA,AA,AB,BB,AA,AA,AA,AB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AB,BB,BB,AA,AA,NA,AA,AA,AA,AB,AB,BB,AA,BB,BB,BB,AA,BB,AA,BB
5129,-0.011929977,AA,BB,BB,BB,AB,AB,AA,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,NA,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB
5126,-0.0115623,AA,BB,BB,AA,AB,BB,AB,AB,AB,BB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,BB,AB,AB,BB,AB,AA,AB,AB,BB,AB,BB,AA,AA,AB,AB,AA,AB,AB,AA,BB,AB,AA
5079,-0.011541735,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AA,AB,AB,AB,AB,AA,AB
5422,-0.011406927,AA,NA,BB,AA,AB,BB,BB,BB,AB,AB,AB,AB,AA,AB,AA,AB,AB,AB,AA,BB,AB,BB,AA,AA,AB,AA,AB,BB,AA,BB,BB,AB,AB,NA,AA,BB,AB,BB,AB,AB,AB,NA,NA
5412,-0.011380484,AB,AB,AB,AA,AA,BB,NA,NA,BB,BB,BB,BB,AA,AB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB
5511,-0.010992835,AA,BB,BB,AA,AB,BB,AA,AA,AA,AB,AB,AB,AB,AB,AB,AB,AB,BB,AA,BB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,BB,AB,AA,AB,AB,AB,AB,AB,BB,AB,AB,BB,AB
5601,-0.010960644,AA,BB,BB,AB,BB,AB,BB,BB,AA,AA,AA,AA,AB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5183,-0.010546818,AA,AB,AB,AA,BB,BB,AA,AA,AB,BB,AB,AB,AA,AB,AA,AA,BB,NA,AB,AB,AA,NA,AA,AB,BB,BB,AA,AA,AB,AA,AA,AA,AB,AB,BB,AA,BB,AB,BB,AA,BB,AB,BB
5528,-0.010530116,AA,BB,BB,AA,AB,BB,AA,AA,BB,NA,AB,AB,AB,BB,NA,AB,BB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,NA,AB,BB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,BB
5165,-0.010297763,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AA,AB,AB,AB,AB,AA,AB,AB,AB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5094,-0.010249452,AA,BB,BB,AA,AB,BB,BB,BB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5138,-0.010106851,NA,BB,BB,NA,NA,NA,NA,NA,NA,AA,AA,AA,NA,AB,NA,BB,NA,NA,BB,AA,NA,NA,BB,AA,NA,BB,AB,BB,NA,BB,BB,BB,AA,AA,NA,NA,AA,AA,AA,BB,AA,NA,AA
5141,-0.009934151,AB,AB,AB,AA,BB,BB,AB,AB,AB,AA,AB,AB,AB,AB,BB,BB,AB,AB,AB,AB,AA,AA,AA,AB,BB,BB,AA,AA,AB,AA,AA,AA,AB,AB,BB,AA,BB,BB,BB,AA,BB,AB,BB
5369,-0.009899626,AA,BB,BB,AB,BB,AB,BB,BB,AA,NA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,NA,BB,BB,BB,BB,NA,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5580,-0.009698787,AA,AB,AB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AB,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,AB,AA,BB
5605,-0.009639643,AB,NA,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,NA,AB,NA,NA,AB,AB,AB,AB,AB,BB,BB,BB,AB,BB,NA,AA,AB,NA,BB,BB,AB,AA,AB,AB,AB,AB,NA,AB,AB,NA,BB
5559,-0.009141577,AB,AB,AB,AA,AA,BB,AB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AA,AB,BB,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AA
5209,-0.009112811,BB,AB,AA,AA,AA,BB,AA,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB,BB,AB,AB,AA,AB,AB,BB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5518,-0.008752414,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AA,AA,AB,AB,AA,AB,AB,AB,AA,AB,AB,AB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5363,-0.008263357,AA,BB,BB,AA,BB,BB,BB,BB,AB,BB,AA,AA,BB,AB,BB,AA,AA,AB,BB,AA,AB,AA,AB,AA,AA,AB,BB,BB,NA,BB,BB,BB,NA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5606,-0.007798714,AA,BB,BB,AB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AB,AA,BB,AB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5122,-0.007781468,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AB,AA,BB,AA,AA,AA,BB,AA,BB,AA
5611,-0.007779821,AA,AB,AB,AA,AA,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5133,-0.007659778,AA,AB,BB,AA,AB,BB,AA,AA,AB,AB,AB,AB,AB,NA,AB,AB,AB,AA,AB,AB,AB,BB,AB,AB,BB,AB,AB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5416,-0.007030425,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5047,-0.006441768,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,BB
5457,-0.006327092,AA,AB,AB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AA,AB,AB,AB,AB
5535,-0.006080355,AA,BB,BB,AB,BB,AB,BB,BB,AA,AA,AA,AA,BB,AA,NA,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5208,-0.006055353,NA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,NA,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,NA,BB,BB,BB,NA,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5022,-0.005140239,AB,AB,AB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB
5082,-0.005131179,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AB,AA,BB,BB,AA,BB,AA,AB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AB,BB,AA,BB,AA,BB
5554,-0.005081466,AA,BB,BB,AA,BB,NA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA
5623,-0.005035708,AA,BB,BB,AA,AB,BB,AB,AB,AA,AB,AB,AB,BB,AB,BB,AB,AB,AB,AB,AB,AA,AB,BB,AB,AA,AB,AB,AB,AB,AB,AA,BB,AA,AB,AB,AB,AA,AA,AA,AB,AB,BB,AA
5142,-0.004995412,AA,BB,BB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,BB,AB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5195,-0.004816151,AA,BB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5577,-0.004146584,AA,BB,BB,AB,BB,AB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5100,-0.004095832,AB,AB,AB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB
5486,-0.003882513,AA,BB,BB,AA,BB,BB,AB,AB,AB,AB,AB,AB,AA,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5555,-0.003793495,AA,AB,AB,AA,AB,BB,NA,NA,AB,AB,AB,AB,AB,AA,NA,AB,AB,NA,AB,AB,AB,AB,BB,NA,AA,AB,BB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB,AB,NA,AB,AB,AB,BB
5516,-0.003357161,AA,BB,BB,AA,NA,BB,BB,BB,AA,AA,AA,AA,BB,AA,AB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,NA,NA,AA,AA,AA,BB,AA,AA,AA,BB,AA,AB,AA
5059,-0.002333562,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,NA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AB,BB,AA,BB,AA
5452,-0.002186561,BB,AA,AB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5118,-0.002109365,AA,BB,BB,AA,BB,NA,BB,BB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB,AA,BB,AB,AB,AB,AB,AB,AB,BB,BB,BB,BB,NA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5418,-0.001919111,NA,AB,AB,NA,BB,AB,BB,BB,AB,AA,AB,AB,AB,AB,NA,AA,AB,AB,AB,AB,AB,NA,BB,BB,AB,NA,BB,BB,BB,AB,NA,AB,AA,AB,AB,AA,AB,AB,AB,AB,AB,BB,AB
5563,-0.001711019,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5454,-0.001703109,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AB,AA,AA,AA,AB,AA,BB,AA
5598,-0.001621791,AB,AB,AB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB
5049,-0.00160454,AB,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,AB,BB,AA,BB,BB,BB,AA,BB,AA,BB
5360,-0.001488784,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,BB,AB,AB,BB,AB,AB,AB,AB,AB,AB
5404,-0.001442127,AA,BB,BB,AA,AB,BB,AA,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5314,-0.001308961,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
